Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,Individual_ID,Phenophase_ID,Phenophase_Description,FirstObs_Year,FirstObs_Month,FirstObs_Day,FirstObs_DOY,FirstObs_Julian_Date,LastObs_Year,LastObs_Month,LastObs_Day,LastObs_DOY,LastObs_Julian_Date,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,467,Increasing_leaf_size,2019,5,6,126,2458610,2019,5,6,126,2458610,0.22,11.76,25.09,12.86,269,291,345,430
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142912,483,Leaves,2019,5,6,126,2458610,2019,5,6,126,2458610,0.22,11.76,25.09,12.86,269,291,345,430
18132,Huyck_Preserve_Falls_Trail,42.515305,-74.140076,417,142915,371,Breaking_leaf_buds,2019,5,6,126,2458610,2019,5,6,126,2458610,0.22,11.76,25.09,12.86,269,291,345,430
31109,Home,42.911335,-78.893616,189,179820,371,Breaking_leaf_buds,2019,4,18,108,2458592,2019,5,29,149,2458633,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,467,Increasing_leaf_size,2019,5,15,135,2458619,2019,6,5,156,2458640,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,471,Falling_leaves,2019,8,31,243,2458727,2019,8,31,243,2458727,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,483,Leaves,2019,5,15,135,2458619,2019,8,31,243,2458727,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,498,Colored_leaves,2019,5,15,135,2458619,2019,8,31,243,2458727,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,502,Pollen_release_(flowers),2019,5,15,135,2458619,2019,5,29,149,2458633,1.48,11.19,25.89,14.56,280,254,297,373
31109,Home,42.911335,-78.893616,189,179820,504,Recent_fruit_or_seed_drop,2019,8,31,243,2458727,2019,8,31,243,2458727,1.48,11.19,25.89,14.56,280,254,297,373
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,9,19,262,2458746,2019,9,19,262,2458746,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,9,26,269,2458753,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,9,30,273,2458757,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,10,8,281,2458765,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,10,17,290,2458774,2019,10,17,290,2458774,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,10,23,296,2458780,2019,10,23,296,2458780,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,10,29,302,2458786,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,371,Breaking_leaf_buds,2019,11,6,310,2458794,2019,11,7,311,2458795,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,467,Increasing_leaf_size,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,467,Increasing_leaf_size,2019,9,19,262,2458746,2019,10,23,296,2458780,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,467,Increasing_leaf_size,2019,10,29,302,2458786,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,9,9,252,2458736,2019,9,9,252,2458736,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,9,13,256,2458740,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,9,30,273,2458757,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,10,7,280,2458764,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,10,14,287,2458771,2019,10,17,290,2458774,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,10,21,294,2458778,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,471,Falling_leaves,2019,11,6,310,2458794,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,483,Leaves,2019,9,9,252,2458736,2019,11,29,333,2458817,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,498,Colored_leaves,2019,9,9,252,2458736,2019,9,9,252,2458736,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,498,Colored_leaves,2019,9,13,256,2458740,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,498,Colored_leaves,2019,9,30,273,2458757,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,498,Colored_leaves,2019,10,7,280,2458764,2019,10,10,283,2458767,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,498,Colored_leaves,2019,10,14,287,2458771,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205390,504,Recent_fruit_or_seed_drop,2019,9,13,256,2458740,2019,9,13,256,2458740,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,9,19,262,2458746,2019,9,19,262,2458746,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,9,26,269,2458753,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,10,3,276,2458760,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,10,8,281,2458765,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,10,17,290,2458774,2019,10,17,290,2458774,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,10,23,296,2458780,2019,10,23,296,2458780,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,10,29,302,2458786,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,371,Breaking_leaf_buds,2019,11,7,311,2458795,2019,11,7,311,2458795,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,467,Increasing_leaf_size,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,467,Increasing_leaf_size,2019,9,19,262,2458746,2019,10,23,296,2458780,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,467,Increasing_leaf_size,2019,10,29,302,2458786,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,9,9,252,2458736,2019,9,9,252,2458736,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,9,13,256,2458740,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,9,30,273,2458757,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,10,7,280,2458764,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,10,14,287,2458771,2019,10,17,290,2458774,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,10,21,294,2458778,2019,10,24,297,2458781,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,10,28,301,2458785,2019,10,29,302,2458786,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,471,Falling_leaves,2019,11,6,310,2458794,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,483,Leaves,2019,9,9,252,2458736,2019,11,1,305,2458789,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,483,Leaves,2019,11,7,311,2458795,2019,11,29,333,2458817,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,9,9,252,2458736,2019,9,9,252,2458736,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,9,13,256,2458740,2019,9,26,269,2458753,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,9,30,273,2458757,2019,10,3,276,2458760,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,10,7,280,2458764,2019,10,7,280,2458764,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,10,10,283,2458767,2019,10,10,283,2458767,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,10,14,287,2458771,2019,11,1,305,2458789,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,11,7,311,2458795,2019,11,15,319,2458803,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205538,498,Colored_leaves,2019,11,22,326,2458810,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,9,18,261,2458745,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,9,25,268,2458752,2019,9,25,268,2458752,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,10,2,275,2458759,2019,10,2,275,2458759,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,10,9,282,2458766,2019,10,9,282,2458766,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,371,Breaking_leaf_buds,2019,10,16,289,2458773,2019,10,16,289,2458773,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,467,Increasing_leaf_size,2019,9,12,255,2458739,2019,9,12,255,2458739,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,467,Increasing_leaf_size,2019,9,18,261,2458745,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,467,Increasing_leaf_size,2019,10,9,282,2458766,2019,10,9,282,2458766,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,471,Falling_leaves,2019,9,13,256,2458740,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,471,Falling_leaves,2019,11,29,333,2458817,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,483,Leaves,2019,9,11,254,2458738,2019,11,15,319,2458803,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,483,Leaves,2019,11,19,323,2458807,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,483,Leaves,2019,11,29,333,2458817,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,498,Colored_leaves,2019,9,12,255,2458739,2019,11,15,319,2458803,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,498,Colored_leaves,2019,11,19,323,2458807,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205539,498,Colored_leaves,2019,11,29,333,2458817,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,9,11,254,2458738,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,9,18,261,2458745,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,9,25,268,2458752,2019,9,25,268,2458752,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,10,2,275,2458759,2019,10,2,275,2458759,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,10,9,282,2458766,2019,10,9,282,2458766,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,371,Breaking_leaf_buds,2019,10,16,289,2458773,2019,10,16,289,2458773,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,467,Increasing_leaf_size,2019,9,11,254,2458738,2019,9,12,255,2458739,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,467,Increasing_leaf_size,2019,9,18,261,2458745,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,467,Increasing_leaf_size,2019,10,9,282,2458766,2019,10,9,282,2458766,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,471,Falling_leaves,2019,9,11,254,2458738,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,471,Falling_leaves,2019,11,29,333,2458817,2019,11,29,333,2458817,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,483,Leaves,2019,9,11,254,2458738,2019,11,15,319,2458803,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,483,Leaves,2019,11,19,323,2458807,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,483,Leaves,2019,11,29,333,2458817,2019,11,29,333,2458817,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,498,Colored_leaves,2019,9,12,255,2458739,2019,11,15,319,2458803,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,498,Colored_leaves,2019,11,19,323,2458807,2019,11,22,326,2458810,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205540,498,Colored_leaves,2019,11,29,333,2458817,2019,11,29,333,2458817,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,371,Breaking_leaf_buds,2019,9,17,260,2458744,2019,9,17,260,2458744,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,467,Increasing_leaf_size,2019,9,30,273,2458757,2019,9,30,273,2458757,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,467,Increasing_leaf_size,2019,10,8,281,2458765,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,471,Falling_leaves,2019,9,10,253,2458737,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,471,Falling_leaves,2019,9,16,259,2458743,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,471,Falling_leaves,2019,9,24,267,2458751,2019,10,18,291,2458775,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,471,Falling_leaves,2019,10,22,295,2458779,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,483,Leaves,2019,9,10,253,2458737,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,483,Leaves,2019,12,6,340,2458824,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,498,Colored_leaves,2019,9,10,253,2458737,2019,9,20,263,2458747,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,498,Colored_leaves,2019,9,24,267,2458751,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,498,Colored_leaves,2019,12,6,340,2458824,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,500,Flowers_or_flower_buds,2019,9,10,253,2458737,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,500,Flowers_or_flower_buds,2019,9,24,267,2458751,2019,9,24,267,2458751,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,500,Flowers_or_flower_buds,2019,10,1,274,2458758,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,500,Flowers_or_flower_buds,2019,10,15,288,2458772,2019,10,15,288,2458772,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,500,Flowers_or_flower_buds,2019,10,22,295,2458779,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,9,10,253,2458737,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,9,17,260,2458744,2019,9,17,260,2458744,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,9,24,267,2458751,2019,9,24,267,2458751,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,10,1,274,2458758,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,10,15,288,2458772,2019,10,15,288,2458772,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,501,Open_flowers,2019,10,22,295,2458779,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205541,502,Pollen_release_(flowers),2019,9,24,267,2458751,2019,9,24,267,2458751,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,371,Breaking_leaf_buds,2019,9,16,259,2458743,2019,9,16,259,2458743,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,467,Increasing_leaf_size,2019,9,16,259,2458743,2019,9,16,259,2458743,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,467,Increasing_leaf_size,2019,9,30,273,2458757,2019,9,30,273,2458757,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,467,Increasing_leaf_size,2019,10,8,281,2458765,2019,10,8,281,2458765,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,471,Falling_leaves,2019,9,10,253,2458737,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,471,Falling_leaves,2019,9,16,259,2458743,2019,9,16,259,2458743,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,471,Falling_leaves,2019,9,18,261,2458745,2019,9,18,261,2458745,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,471,Falling_leaves,2019,9,24,267,2458751,2019,10,18,291,2458775,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,471,Falling_leaves,2019,10,22,295,2458779,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,483,Leaves,2019,9,10,253,2458737,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,483,Leaves,2019,12,6,340,2458824,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,498,Colored_leaves,2019,9,10,253,2458737,2019,11,13,317,2458801,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,498,Colored_leaves,2019,12,6,340,2458824,2019,12,6,340,2458824,NA,NA,NA,NA,NA,NA,NA,NA
34270,Elicott_Complex_at_UB_North_Campus,43.008286,-78.783058,168,205542,500,Flowers_or_flower_buds,2019,9,10,253,2458737,2019,9,11,254,2458738,NA,NA,NA,NA,NA,NA,NA,NA
